date,time,kWh,datetime,hour,weekday,month
2025-07-02,17:30,0.442,2025-07-02 17:30:00,17,Wednesday,7
2025-07-02,17:45,0.497,2025-07-02 17:45:00,17,Wednesday,7
2025-07-02,18:00,0.88,2025-07-02 18:00:00,18,Wednesday,7
2025-07-02,18:15,0.896,2025-07-02 18:15:00,18,Wednesday,7
2025-07-02,18:30,0.923,2025-07-02 18:30:00,18,Wednesday,7
2025-07-02,18:45,0.854,2025-07-02 18:45:00,18,Wednesday,7
2025-07-02,19:00,0.806,2025-07-02 19:00:00,19,Wednesday,7
2025-07-02,19:15,0.887,2025-07-02 19:15:00,19,Wednesday,7
2025-07-02,19:30,0.884,2025-07-02 19:30:00,19,Wednesday,7
2025-07-02,19:45,0.851,2025-07-02 19:45:00,19,Wednesday,7
2025-07-02,20:00,0.91,2025-07-02 20:00:00,20,Wednesday,7
2025-07-02,20:15,0.899,2025-07-02 20:15:00,20,Wednesday,7
2025-07-02,20:30,0.835,2025-07-02 20:30:00,20,Wednesday,7
2025-07-02,20:45,0.896,2025-07-02 20:45:00,20,Wednesday,7
2025-07-02,21:00,0.867,2025-07-02 21:00:00,21,Wednesday,7
2025-07-02,21:15,0.816,2025-07-02 21:15:00,21,Wednesday,7
2025-07-02,21:30,0.893,2025-07-02 21:30:00,21,Wednesday,7
2025-07-02,21:45,0.873,2025-07-02 21:45:00,21,Wednesday,7
2025-07-02,22:00,0.345,2025-07-02 22:00:00,22,Wednesday,7
2025-07-02,22:15,0.396,2025-07-02 22:15:00,22,Wednesday,7
2025-07-02,22:30,0.395,2025-07-02 22:30:00,22,Wednesday,7
2025-07-02,22:45,0.352,2025-07-02 22:45:00,22,Wednesday,7
2025-07-02,23:00,0.391,2025-07-02 23:00:00,23,Wednesday,7
2025-07-02,23:15,0.416,2025-07-02 23:15:00,23,Wednesday,7
2025-07-02,23:30,0.346,2025-07-02 23:30:00,23,Wednesday,7
2025-07-02,23:45,0.39,2025-07-02 23:45:00,23,Wednesday,7
2025-07-03,00:00,0.125,2025-07-03 00:00:00,0,Thursday,7
2025-07-03,00:15,0.216,2025-07-03 00:15:00,0,Thursday,7
2025-07-03,00:30,0.051,2025-07-03 00:30:00,0,Thursday,7
2025-07-03,00:45,0.153,2025-07-03 00:45:00,0,Thursday,7
2025-07-03,01:00,0.113,2025-07-03 01:00:00,1,Thursday,7
2025-07-03,01:15,0.121,2025-07-03 01:15:00,1,Thursday,7
2025-07-03,01:30,0.201,2025-07-03 01:30:00,1,Thursday,7
2025-07-03,01:45,0.125,2025-07-03 01:45:00,1,Thursday,7
2025-07-03,02:00,0.215,2025-07-03 02:00:00,2,Thursday,7
2025-07-03,02:15,0.107,2025-07-03 02:15:00,2,Thursday,7
2025-07-03,02:30,0.139,2025-07-03 02:30:00,2,Thursday,7
2025-07-03,02:45,0.105,2025-07-03 02:45:00,2,Thursday,7
2025-07-03,03:00,0.097,2025-07-03 03:00:00,3,Thursday,7
2025-07-03,03:15,0.127,2025-07-03 03:15:00,3,Thursday,7
2025-07-03,03:30,0.114,2025-07-03 03:30:00,3,Thursday,7
2025-07-03,03:45,0.133,2025-07-03 03:45:00,3,Thursday,7
2025-07-03,04:00,0.041,2025-07-03 04:00:00,4,Thursday,7
2025-07-03,04:15,0.205,2025-07-03 04:15:00,4,Thursday,7
2025-07-03,04:30,0.118,2025-07-03 04:30:00,4,Thursday,7
2025-07-03,04:45,0.195,2025-07-03 04:45:00,4,Thursday,7
2025-07-03,05:00,0.085,2025-07-03 05:00:00,5,Thursday,7
2025-07-03,05:15,0.137,2025-07-03 05:15:00,5,Thursday,7
2025-07-03,05:30,0.252,2025-07-03 05:30:00,5,Thursday,7
2025-07-03,05:45,0.09,2025-07-03 05:45:00,5,Thursday,7
2025-07-03,06:00,0.628,2025-07-03 06:00:00,6,Thursday,7
2025-07-03,06:15,0.666,2025-07-03 06:15:00,6,Thursday,7
2025-07-03,06:30,0.706,2025-07-03 06:30:00,6,Thursday,7
2025-07-03,06:45,0.715,2025-07-03 06:45:00,6,Thursday,7
2025-07-03,07:00,0.739,2025-07-03 07:00:00,7,Thursday,7
2025-07-03,07:15,0.677,2025-07-03 07:15:00,7,Thursday,7
2025-07-03,07:30,0.623,2025-07-03 07:30:00,7,Thursday,7
2025-07-03,07:45,0.67,2025-07-03 07:45:00,7,Thursday,7
2025-07-03,08:00,0.737,2025-07-03 08:00:00,8,Thursday,7
2025-07-03,08:15,0.706,2025-07-03 08:15:00,8,Thursday,7
2025-07-03,08:30,0.609,2025-07-03 08:30:00,8,Thursday,7
2025-07-03,08:45,0.686,2025-07-03 08:45:00,8,Thursday,7
2025-07-03,09:00,0.493,2025-07-03 09:00:00,9,Thursday,7
2025-07-03,09:15,0.523,2025-07-03 09:15:00,9,Thursday,7
2025-07-03,09:30,0.46,2025-07-03 09:30:00,9,Thursday,7
2025-07-03,09:45,0.45,2025-07-03 09:45:00,9,Thursday,7
2025-07-03,10:00,0.388,2025-07-03 10:00:00,10,Thursday,7
2025-07-03,10:15,0.404,2025-07-03 10:15:00,10,Thursday,7
2025-07-03,10:30,0.439,2025-07-03 10:30:00,10,Thursday,7
2025-07-03,10:45,0.458,2025-07-03 10:45:00,10,Thursday,7
2025-07-03,11:00,0.461,2025-07-03 11:00:00,11,Thursday,7
2025-07-03,11:15,0.418,2025-07-03 11:15:00,11,Thursday,7
2025-07-03,11:30,0.391,2025-07-03 11:30:00,11,Thursday,7
2025-07-03,11:45,0.406,2025-07-03 11:45:00,11,Thursday,7
2025-07-03,12:00,0.329,2025-07-03 12:00:00,12,Thursday,7
2025-07-03,12:15,0.401,2025-07-03 12:15:00,12,Thursday,7
2025-07-03,12:30,0.283,2025-07-03 12:30:00,12,Thursday,7
2025-07-03,12:45,0.362,2025-07-03 12:45:00,12,Thursday,7
2025-07-03,13:00,0.393,2025-07-03 13:00:00,13,Thursday,7
2025-07-03,13:15,0.436,2025-07-03 13:15:00,13,Thursday,7
2025-07-03,13:30,0.378,2025-07-03 13:30:00,13,Thursday,7
2025-07-03,13:45,0.415,2025-07-03 13:45:00,13,Thursday,7
2025-07-03,14:00,0.359,2025-07-03 14:00:00,14,Thursday,7
2025-07-03,14:15,0.345,2025-07-03 14:15:00,14,Thursday,7
2025-07-03,14:30,0.348,2025-07-03 14:30:00,14,Thursday,7
2025-07-03,14:45,0.436,2025-07-03 14:45:00,14,Thursday,7
2025-07-03,15:00,0.477,2025-07-03 15:00:00,15,Thursday,7
2025-07-03,15:15,0.457,2025-07-03 15:15:00,15,Thursday,7
2025-07-03,15:30,0.571,2025-07-03 15:30:00,15,Thursday,7
2025-07-03,15:45,0.436,2025-07-03 15:45:00,15,Thursday,7
2025-07-03,16:00,0.462,2025-07-03 16:00:00,16,Thursday,7
2025-07-03,16:15,0.45,2025-07-03 16:15:00,16,Thursday,7
2025-07-03,16:30,0.429,2025-07-03 16:30:00,16,Thursday,7
2025-07-03,16:45,0.53,2025-07-03 16:45:00,16,Thursday,7
2025-07-03,17:00,0.498,2025-07-03 17:00:00,17,Thursday,7
2025-07-03,17:15,0.382,2025-07-03 17:15:00,17,Thursday,7
2025-07-03,17:30,0.422,2025-07-03 17:30:00,17,Thursday,7
2025-07-03,17:45,0.455,2025-07-03 17:45:00,17,Thursday,7
2025-07-03,18:00,0.906,2025-07-03 18:00:00,18,Thursday,7
2025-07-03,18:15,0.821,2025-07-03 18:15:00,18,Thursday,7
2025-07-03,18:30,0.785,2025-07-03 18:30:00,18,Thursday,7
2025-07-03,18:45,0.799,2025-07-03 18:45:00,18,Thursday,7
2025-07-03,19:00,0.872,2025-07-03 19:00:00,19,Thursday,7
2025-07-03,19:15,0.871,2025-07-03 19:15:00,19,Thursday,7
2025-07-03,19:30,0.889,2025-07-03 19:30:00,19,Thursday,7
2025-07-03,19:45,0.844,2025-07-03 19:45:00,19,Thursday,7
2025-07-03,20:00,0.826,2025-07-03 20:00:00,20,Thursday,7
2025-07-03,20:15,0.794,2025-07-03 20:15:00,20,Thursday,7
2025-07-03,20:30,0.888,2025-07-03 20:30:00,20,Thursday,7
2025-07-03,20:45,0.89,2025-07-03 20:45:00,20,Thursday,7
2025-07-03,21:00,0.915,2025-07-03 21:00:00,21,Thursday,7
2025-07-03,21:15,0.907,2025-07-03 21:15:00,21,Thursday,7
2025-07-03,21:30,0.867,2025-07-03 21:30:00,21,Thursday,7
2025-07-03,21:45,0.929,2025-07-03 21:45:00,21,Thursday,7
2025-07-03,22:00,0.37,2025-07-03 22:00:00,22,Thursday,7
2025-07-03,22:15,0.349,2025-07-03 22:15:00,22,Thursday,7
2025-07-03,22:30,0.354,2025-07-03 22:30:00,22,Thursday,7
2025-07-03,22:45,0.352,2025-07-03 22:45:00,22,Thursday,7
2025-07-03,23:00,0.288,2025-07-03 23:00:00,23,Thursday,7
2025-07-03,23:15,0.381,2025-07-03 23:15:00,23,Thursday,7
2025-07-03,23:30,0.385,2025-07-03 23:30:00,23,Thursday,7
2025-07-03,23:45,0.361,2025-07-03 23:45:00,23,Thursday,7
2025-07-04,00:00,0.096,2025-07-04 00:00:00,0,Friday,7
2025-07-04,00:15,0.14,2025-07-04 00:15:00,0,Friday,7
2025-07-04,00:30,0.194,2025-07-04 00:30:00,0,Friday,7
2025-07-04,00:45,0.127,2025-07-04 00:45:00,0,Friday,7
2025-07-04,01:00,0.105,2025-07-04 01:00:00,1,Friday,7
2025-07-04,01:15,0.101,2025-07-04 01:15:00,1,Friday,7
2025-07-04,01:30,0.122,2025-07-04 01:30:00,1,Friday,7
2025-07-04,01:45,0.074,2025-07-04 01:45:00,1,Friday,7
2025-07-04,02:00,0.12,2025-07-04 02:00:00,2,Friday,7
2025-07-04,02:15,0.127,2025-07-04 02:15:00,2,Friday,7
2025-07-04,02:30,0.199,2025-07-04 02:30:00,2,Friday,7
2025-07-04,02:45,0.163,2025-07-04 02:45:00,2,Friday,7
2025-07-04,03:00,0.166,2025-07-04 03:00:00,3,Friday,7
2025-07-04,03:15,0.096,2025-07-04 03:15:00,3,Friday,7
2025-07-04,03:30,0.152,2025-07-04 03:30:00,3,Friday,7
2025-07-04,03:45,0.079,2025-07-04 03:45:00,3,Friday,7
2025-07-04,04:00,0.137,2025-07-04 04:00:00,4,Friday,7
2025-07-04,04:15,0.142,2025-07-04 04:15:00,4,Friday,7
2025-07-04,04:30,0.094,2025-07-04 04:30:00,4,Friday,7
2025-07-04,04:45,0.205,2025-07-04 04:45:00,4,Friday,7
2025-07-04,05:00,0.148,2025-07-04 05:00:00,5,Friday,7
2025-07-04,05:15,0.049,2025-07-04 05:15:00,5,Friday,7
2025-07-04,05:30,0.147,2025-07-04 05:30:00,5,Friday,7
2025-07-04,05:45,0.109,2025-07-04 05:45:00,5,Friday,7
2025-07-04,06:00,0.438,2025-07-04 06:00:00,6,Friday,7
2025-07-04,06:15,0.456,2025-07-04 06:15:00,6,Friday,7
2025-07-04,06:30,0.453,2025-07-04 06:30:00,6,Friday,7
2025-07-04,06:45,0.356,2025-07-04 06:45:00,6,Friday,7
2025-07-04,07:00,0.391,2025-07-04 07:00:00,7,Friday,7
2025-07-04,07:15,0.468,2025-07-04 07:15:00,7,Friday,7
2025-07-04,07:30,0.49,2025-07-04 07:30:00,7,Friday,7
2025-07-04,07:45,0.514,2025-07-04 07:45:00,7,Friday,7
2025-07-04,08:00,0.51,2025-07-04 08:00:00,8,Friday,7
2025-07-04,08:15,0.355,2025-07-04 08:15:00,8,Friday,7
2025-07-04,08:30,0.468,2025-07-04 08:30:00,8,Friday,7
2025-07-04,08:45,0.361,2025-07-04 08:45:00,8,Friday,7
2025-07-04,09:00,0.627,2025-07-04 09:00:00,9,Friday,7
2025-07-04,09:15,0.573,2025-07-04 09:15:00,9,Friday,7
2025-07-04,09:30,0.517,2025-07-04 09:30:00,9,Friday,7
2025-07-04,09:45,0.643,2025-07-04 09:45:00,9,Friday,7
2025-07-04,10:00,0.588,2025-07-04 10:00:00,10,Friday,7
2025-07-04,10:15,0.487,2025-07-04 10:15:00,10,Friday,7
2025-07-04,10:30,0.574,2025-07-04 10:30:00,10,Friday,7
2025-07-04,10:45,0.533,2025-07-04 10:45:00,10,Friday,7
2025-07-04,11:00,0.567,2025-07-04 11:00:00,11,Friday,7
2025-07-04,11:15,0.544,2025-07-04 11:15:00,11,Friday,7
2025-07-04,11:30,0.617,2025-07-04 11:30:00,11,Friday,7
2025-07-04,11:45,0.506,2025-07-04 11:45:00,11,Friday,7
2025-07-04,12:00,0.388,2025-07-04 12:00:00,12,Friday,7
2025-07-04,12:15,0.448,2025-07-04 12:15:00,12,Friday,7
2025-07-04,12:30,0.342,2025-07-04 12:30:00,12,Friday,7
2025-07-04,12:45,0.383,2025-07-04 12:45:00,12,Friday,7
2025-07-04,13:00,0.383,2025-07-04 13:00:00,13,Friday,7
2025-07-04,13:15,0.347,2025-07-04 13:15:00,13,Friday,7
2025-07-04,13:30,0.401,2025-07-04 13:30:00,13,Friday,7
2025-07-04,13:45,0.379,2025-07-04 13:45:00,13,Friday,7
2025-07-04,14:00,0.337,2025-07-04 14:00:00,14,Friday,7
2025-07-04,14:15,0.445,2025-07-04 14:15:00,14,Friday,7
2025-07-04,14:30,0.407,2025-07-04 14:30:00,14,Friday,7
2025-07-04,14:45,0.368,2025-07-04 14:45:00,14,Friday,7
2025-07-04,15:00,0.412,2025-07-04 15:00:00,15,Friday,7
2025-07-04,15:15,0.406,2025-07-04 15:15:00,15,Friday,7
2025-07-04,15:30,0.487,2025-07-04 15:30:00,15,Friday,7
2025-07-04,15:45,0.432,2025-07-04 15:45:00,15,Friday,7
2025-07-04,16:00,0.456,2025-07-04 16:00:00,16,Friday,7
2025-07-04,16:15,0.43,2025-07-04 16:15:00,16,Friday,7
2025-07-04,16:30,0.462,2025-07-04 16:30:00,16,Friday,7
2025-07-04,16:45,0.433,2025-07-04 16:45:00,16,Friday,7
2025-07-04,17:00,0.468,2025-07-04 17:00:00,17,Friday,7
2025-07-04,17:15,0.43,2025-07-04 17:15:00,17,Friday,7
2025-07-04,17:30,0.471,2025-07-04 17:30:00,17,Friday,7
2025-07-04,17:45,0.464,2025-07-04 17:45:00,17,Friday,7
2025-07-04,18:00,0.995,2025-07-04 18:00:00,18,Friday,7
2025-07-04,18:15,0.966,2025-07-04 18:15:00,18,Friday,7
2025-07-04,18:30,0.962,2025-07-04 18:30:00,18,Friday,7
2025-07-04,18:45,0.97,2025-07-04 18:45:00,18,Friday,7
2025-07-04,19:00,0.961,2025-07-04 19:00:00,19,Friday,7
2025-07-04,19:15,1.035,2025-07-04 19:15:00,19,Friday,7
2025-07-04,19:30,0.998,2025-07-04 19:30:00,19,Friday,7
2025-07-04,19:45,1.063,2025-07-04 19:45:00,19,Friday,7
2025-07-04,20:00,1.091,2025-07-04 20:00:00,20,Friday,7
2025-07-04,20:15,1.001,2025-07-04 20:15:00,20,Friday,7
2025-07-04,20:30,0.938,2025-07-04 20:30:00,20,Friday,7
2025-07-04,20:45,0.985,2025-07-04 20:45:00,20,Friday,7
2025-07-04,21:00,0.997,2025-07-04 21:00:00,21,Friday,7
2025-07-04,21:15,0.94,2025-07-04 21:15:00,21,Friday,7
